Key,Source,Context,Changes,English,French,German,Klingon,Spanish
ironArrowDesc,items,Ammo,KgNone,An iron arrow does more damage than the basic stone arrow. Hold reload to use alternate ammo.,Une flèche en fer fait plus de dégâts qu'une flèche de base en pierre. Maintenez le bouton de rechargement enfoncé pour utiliser un autre type de munition.,"Eisenpfeile verursachen mehr Schaden als gewöhnliche Steinpfeile. Nachladen gedrückt halten, um zwischen Munitionsarten zu wechseln.",,Una flecha de hierro hace más daño que la flecha de piedra básica. Mantén presionado recargar para usar munición alternativa.
ironCrossbowBolt,items,Ammo,EnChanged,Iron Crossbow Bolt (Ammo),Carreau d'arbalète en fer,Armbrust-Eisenbolzen (Mun),,Saeta de hierro para ballesta
rocket,items,Ammo,EnChanged,Rocket (Ammo),Roquette,Rakete (Mun),,Cohete
shotgunShell,items,Ammo,EnChanged,Shotgun Shell (Ammo),Cartouche de fusil à pompe,Flintenmunition (Mun),,Cartucho de escopeta
shotgunShellDesc,items,Ammo,KgNone,A shotgun shell used for all shotguns. Can be crafted after buying the ammo perk.,Une cartouche de fusil à pompe pouvant être utilisée pour tous les fusils à pompe. Achetez l'avantage de munitions pour pouvoir en fabriquer.,"Flintenmunition, die mit allen Schrotflinten benutzt werden kann. Kann gefertigt werden, nachdem die Fertigkeit „Munition“ erworben wurde.",,Un cartucho de escopeta que se puede usar para todo tipo de escopetas. Se puede fabricar tras comprar el beneficio de la munición.
shotgunSlug,items,Ammo,EnChanged,Shotgun Slug (Ammo),Balle pour fusil à pompe,Flintenlaufgeschosse (Mun),,Perdigón de escopeta
shotgunSlugDesc,items,Ammo,KgNone,Can be used with long shotguns to do more damage. Can be crafted after reading the schematic. Hold reload to use alternate ammo.,À utiliser avec les fusils à pompe longs pour faire plus de dégâts. Lisez le schéma pour pouvoir en fabriquer. Maintenez le bouton de rechargement enfoncé pour utiliser un autre type de munition.,"Können mit Schrotflinten mit langem Lauf verwendet werden, um mehr Schaden zu verursachen. Können gefertigt werden, wenn der entsprechende Bauplan gelesen wurde. Nachladen gedrückt halten, um zwischen Munitionsarten zu wechseln.",,Se puede usar con escopetas largas para hacer más daño. Se puede fabricar tras leer el esquema. Mantén presionado recargar para usar munición alternativa.
steelArrow,items,Ammo,EnChanged,Steel Arrow (Ammo),Flèche en acier,Stahlpfeil (Mun),,Flecha de acero
steelArrowDesc,items,Ammo,KgNone,A steel arrow does more damage than the basic or iron arrow. Hold reload to use alternate ammo.,Une flèche en acier fait plus de dégâts qu'une flèche de base ou en fer. Maintenez le bouton de rechargement enfoncé pour utiliser un autre type de munition.,"Ein Stahlpfeil verursacht mehr Schaden als gewöhnliche und Eisenpfeile. Nachladen gedrückt halten, um zwischen Munitionsarten zu wechseln.",,Una flecha de acero hace más daño que la flecha básica o la de hierro. Mantén presionado recargar para usar munición alternativa.
steelCrossbowBolt,items,Ammo,EnChanged,Steel Crossbow Bolt (Ammo),Carreau d'arbalète en acier,Armbrust-Stahlbolzen (Mun),,Saeta de acero para ballesta
steelCrossbowBoltDesc,items,Ammo,KgNone,A steel crossbow bolt does more damage than the iron crossbow bolt. Hold reload to use alternate ammo.,Le carreau d'arbalète en acier inflige plus de dégâts que le carreau d'arbalète en fer. Maintenez le bouton de rechargement enfoncé pour utiliser un autre type de munition.,"Ein Stahlbolzen für Armbrüste verursacht mehr Schaden als Eisenbolzen. Nachladen gedrückt halten, um zwischen Munitionsarten zu wechseln.",,Una saeta de acero de ballesta hace más daño que una saeta de hierro. Mantén presionado recargar para usar munición alternativa.
qc_AnimalGroupDesc,items,Animal Challenge Note,KgNone,A strange note I discovered in my travels. It's from the Slick Willie Clan.,Un étrange message découvert lors de mes déplacements. Il vient du clan de Willie le rusé.,"Eine seltsame Notiz, die ich auf meinen Reisen gefunden habe. Sie ist vom Klan von Slick Willie.",,Descubrí una nota extraña en mis viajes. Es del Clan de Willie el Escurridizo.
qc_buythefarm,items,Animal Challenge Note,KgNone,Buy the Farm Challenge,Défi « La ferme »,Herausforderung – Tierisch gut,,Desafío “La granja”
qc_dontfeedthebears,items,Animal Challenge Note,KgNone,Don't Feed the Bears Challenge,Défi « Ours mal léché »,Herausforderung – Bärenhunger,,Desafío “No alimente a los osos”
qc_killthewabbit,items,Animal Challenge Note,KgNone,Kill The Wabbit Challenge,Défi « Laaapin »,Herausforderung – Kaninchenzeit,,Desafío “Mata al conejito”
qc_nailsomechicks,items,Animal Challenge Note,KgNone,Nail Some Chicks Challenge,Défi « Fais-toi des poulettes »,Herausforderung – Nagel ein paar Hühner,,Desafío “Remacha los pollos”
qc_stagparty,items,Animal Challenge Note,KgNone,Stag Party Challenge,Défi « Bienvenue chez les cornus »,Herausforderung – Ich werd zum Hirsch,,Desafío “Fiesta de ciervos”
qc_thatlldopig,items,Animal Challenge Note,KgNone,That'll Do Pig Challenge,Défi « Espèce de porc »,"Herausforderung – Gut gemacht, Schwein",,"Desafío “Eso es todo, puerco”"
762mmBulletSchematic,items,Book,KgNone,7.62mm Round Schematic,"Schéma de cartouche 7,62 mm","Bauplan - 7,62 mm Patrone",,Esquema de bala de 7.62mm
762mmBulletSchematicDesc,items,Book,KgNone,Learn to craft this ammunition type if you meet the skill requirement or improve your base skill if you do not.,"Apprenez à fabriquer ce type de munition si vous avez les compétences requises. Si ce n'est pas le cas, améliorez votre compétence de base.","Wenn du die erforderliche Fertigkeit besitzt, kannst du lernen, diese Munition zu fertigen. Ansonsten musst du deine Fertigkeit verbessern.",,Aprendes a crear este tipo de munición si adquieres la habilidad necesaria o mejoras tu habilidad de base si no.
9mmBulletSchematic,items,Book,KgNone,9mm Round Schematic,Schéma de cartouche 9 mm,Bauplan - 9mm Patrone,,Esquema de bala de 9mm
9mmBulletSchematicDesc,items,Book,KgNone,Learn to craft this ammunition type if you meet the skill requirement or improve your base skill if you do not.,"Apprenez à fabriquer ce type de munition si vous avez les compétences requises. Si ce n'est pas le cas, améliorez votre compétence de base.","Wenn du die erforderliche Fertigkeit besitzt, kannst du lernen, diese Munition zu fertigen. Ansonsten musst du deine Fertigkeit verbessern.",,Aprendes a crear este tipo de munición si adquieres la habilidad necesaria o mejoras tu habilidad de base si no.
ak47Schematic,items,Book,KgNone,AK-47 Schematic,Schéma d'AK-47,Bauplan – AK-47,,Esquema de AK-47
ak47SchematicDesc,items,Book,KgNone,"Learn how to assemble, repair and augment AK-47 Assault Rifles by reading this schematic.","Apprenez à assembler, réparer et perfectionner les fusils d'assaut AK-47 en lisant ce schéma.","In diesem Bauplan erfährst du, wie AK-47-Sturmgewehre zusammengesetzt, repariert und verbessert werden.",,"Lee el esquema para aprender a armar, reparar e incrementar un rifle de asalto AK-47."
ammunitionNationBook,items,Book,KgNone,Ammunition Nation Book,Livre « La nation des munitions »,Buch „Munition-Nation“,,Libro Nación de munición
ammunitionNationBookDesc,items,Book,KgNone,Learn to craft brass casings and lead tips for ammunition crafting.,Apprenez à fabriquer des douilles en laiton et des pointes en plomb pour la fabrication de munitions.,"In diesem Buch erfährst du, wie Patronenhülsen aus Messing und Geschossspitzen aus Blei gefertigt werden.",,Aprende a fabricar cartuchos de latón y puntas de bala de plomo para fabricar munición.
augerSchematic,items,Book,KgNone,Auger Schematic,Schéma de foreuse,Bauplan – Erdbohrer,,Esquema de taladro
augerSchematicDesc,items,Book,KgNone,Learn how to repair and assemble augers by reading this schematic.,Apprenez à assembler et réparer les foreuses en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Erdbohrer zusammengesetzt und repariert werden.",,Lee este esquema para aprender a reparar y armar taladros.
chainsawSchematic,items,Book,KgNone,Chainsaw Schematic,Schéma de tronçonneuse,Bauplan – Kettensäge,,Esquema de motosierra
chainsawSchematicDesc,items,Book,KgNone,Learn how to assemble and repair chainsaws by reading this schematic.,Apprenez à assembler et réparer les tronçonneuses en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Kettensägen zusammengesetzt und repariert werden.",,Lee este esquema para aprender a armar y reparar motosierras.
clawHammerSchematic,items,Book,KgNone,Claw Hammer Schematic,Schéma d'arrache-clou,Bauplan – Klauenhammer,,Esquema de martillo de orejas
clawHammerSchematicDesc,items,Book,KgNone,Learn how to craft a claw hammer by reading this schematic.,Apprenez à fabriquer un arrache-clou en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Klauenhämmer gefertigt werden.",,Lee este esquema para aprender a fabricar un martillo de orejas.
clubSpikedSchematic,items,Book,KgNone,Spiked Club Schematic,Schéma de massue à pointes,Bauplan – Nagelkeule,,Esquema del lucero del alba
clubSpikedSchematicDesc,items,Book,KgNone,Learn how to make a spiked club by reading this schematic.,Apprenez à fabriquer une massue à pointes en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Nagelkeulen gefertigt werden.",,Lee este esquema para aprender a elaborar un lucero del alba.
crossbowSchematic,items,Book,KgNone,Crossbow Schematic,Schéma d'arbalète,Bauplan – Armbrust,,Esquema de ballesta
crossbowSchematicDesc,items,Book,KgNone,Learn to craft a crossbow by reading this schematic.,Apprenez à fabriquer une arbalète en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Armbrüste gefertigt werden.",,Lee el esquema para aprender a fabricar una ballesta.
explodingCrossbowBoltSchematic,items,Book,KgNone,Exploding Crossbow Bolt Schematic,Schéma de carreau d'arbalète explosif,Bauplan – Sprengbolzen für Armbrüste,,Esquema de saeta explosiva para ballesta
explodingCrossbowBoltSchematicDesc,items,Book,KgNone,Learn to craft exploding crossbow bolts by reading this schematic.,Apprenez à fabriquer des carreaux d'arbalète explosifs en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Sprengbolzen für Armbrüste gefertigt werden.",,Lee el esquema para aprender a fabricar saetas explosivas para ballesta.
firstAidKitSchematic,items,Book,KgNone,First Aid Kit Schematic,Schéma de trousse de premiers soins,Bauplan – Verbandskasten,,Esquema de botiquín de primeros auxilios
firstAidKitSchematicDesc,items,Book,KgNone,Learn to make first aid kits by reading this schematic.,Apprenez à fabriquer des trousses de premiers soins en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Verbandskasten gefertigt werden.",,Lee el esquema para aprender a fabricar un botiquín de primeros auxilios.
flamingArrowSchematic,items,Book,KgNone,Flaming Arrow Schematic,Schéma de flèche enflammée,Bauplan – Feuerpfeil,,Esquema de flecha incendiaria
flamingArrowSchematicDesc,items,Book,KgNone,Learn to craft flaming arrows by reading this schematic.,Apprenez à fabriquer des flèches enflammées en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Feuerpfeile gefertigt werden.",,Lee el esquema para aprender a fabricar flechas incendiarias.
gasCanSchematic,items,Book,KgNone,Gas Can Schematic,Schéma de bidon d'essence,Bauplan – Benzinkanister,,Esquema de bidón de gas
gasCanSchematicDesc,items,Book,KgNone,Learn how to craft gas by reading this schematic.,Apprenez à fabriquer de l'essence en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Benzin gefertigt wird.",,Lee este esquema para aprender a producir gas.
herbalAntibioticsRecipe,items,Book,KgNone,Herbal Antibiotics Recipe,Composition d'antibiotiques naturels,Rezept – Natürliche Antibiotika,,Receta de antibióticos herbales
herbalAntibioticsRecipeDesc,items,Book,KgNone,Read this ancient Navezgane Apache Indian medicine man recipe to learn how to make herbal antibiotics.,Lisez cette composition issue d'un vieux chaman apache de Navezgane pour apprendre à fabriquer des antibiotiques naturels.,"In diesem alten Medizinmann-Rezept der Apache-Indianer von Navezgane erfährst du, wie natürliche Antibiotika gefertigt werden.",,Lee esta antigua receta de los indios apaches de Navezgane para aprender a elaborar antibióticos herbales.
huntingKnifeBook,items,Book,KgNone,Hunting Knife Book,Livre « Le couteau de chasse »,Buch „Jagdmesser“,,Libro del Cuchillo de caza
huntingKnifeBookDesc,items,Book,KgNone,Learn how to craft a hunting knife by reading this book.,Apprenez à fabriquer un couteau de chasse en lisant ce livre.,"In diesem Buch erfährst du, wie Jagdmesser gefertigt werden.",,Lee este libro para aprender a fabricar un cuchillo de caza.
huntingRifleSchematic,items,Book,KgNone,Hunting Rifle Schematic,Schéma de fusil de chasse,Bauplan – Jagdgewehr,,Esquema de rifle de caza
huntingRifleSchematicDesc,items,Book,KgNone,Learn how to repair and assemble hunting rifles by reading this schematic.,Apprenez à assembler et réparer les fusils de chasse en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Jagdflinten zusammengesetzt und repariert werden.",,Lee este esquema para aprender a reparar y armar rifles de caza.
ironBootsSchematic,items,Book,KgNone,Iron Boots Schematic,Schéma de bottes en fer,Bauplan – Eisenstiefel,,Esquema de botas de hierro
ironBootsSchematicDesc,items,Book,KgNone,Learn how to craft iron boots by reading this schematic.,Apprenez à fabriquer des bottes en fer en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Eisenstiefel gefertigt werden.",,Lee este esquema para aprender a fabricar botas de hierro.
ironChestArmorSchematic,items,Book,KgNone,Iron Chest Armor Schematic,Schéma de plastron en fer,Bauplan – Eisenbrustpanzer,,Esquema de coraza de hierro
ironChestArmorSchematicDesc,items,Book,KgNone,Learn how to craft iron chest armor by reading this schematic.,Apprenez à fabriquer des plastrons en fer en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Eisenbrustpanzer gefertigt werden.",,Lee este esquema para aprender a fabricar una coraza de hierro.
ironGlovesSchematic,items,Book,KgNone,Iron Gloves Schematic,Schéma de gants en fer,Bauplan – Eisenhandschuhe,,Esquema de guantes de hierro
ironGlovesSchematicDesc,items,Book,KgNone,Learn how to craft iron gloves by reading this schematic.,Apprenez à fabriquer des gants en fer en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Eisenhandschuhe gefertigt werden.",,Lee este esquema para aprender a fabricar guantes de hierro.
ironHelmetSchematic,items,Book,KgNone,Iron Helmet Schematic,Schéma de casque en fer,Bauplan – Eisenhelm,,Esquema de casco de hierro
ironHelmetSchematicDesc,items,Book,KgNone,Learn how to craft iron helmets by reading this schematic.,Apprenez à fabriquer des casques en fer en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Eisenhelme gefertigt werden.",,Lee este esquema para aprender a fabricar cascos de hierro.
ironLegArmorSchematic,items,Book,KgNone,Iron Leg Armor Schematic,Schéma de jambières en fer,Bauplan – Eisenbeinschienen,,Esquema de espinillera de hierro
ironLegArmorSchematicDesc,items,Book,KgNone,Learn how to craft iron leg armor by reading this schematic.,Apprenez à fabriquer des jambières en fer en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Eisenbeinschienen gefertigt werden.",,Lee este esquema para aprender a fabricar espinilleras de hierro.
leatherBootsSchematic,items,Book,KgNone,Leather Boots Schematic,Schéma de bottes en cuir,Bauplan – Lederstiefel,,Esquema de botas de cuero
leatherBootsSchematicDesc,items,Book,KgNone,Learn how to craft leather boots by reading this schematic.,Apprenez à fabriquer des bottes en cuir en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Lederstiefel gefertigt werden.",,Lee este esquema para aprender a fabricar botas de cuero.
leatherGlovesSchematic,items,Book,KgNone,Leather Gloves Schematic,Schéma de gants en cuir,Bauplan – Lederhandschuhe,,Esquema de guantes de cuero
leatherGlovesSchematicDesc,items,Book,KgNone,Learn how to craft leather gloves by reading this schematic.,Apprenez à fabriquer des gants en cuir en lisant ce schéma.,"In diesem Bauplan erfährst du, wie Lederhandschuhe gefertigt werden.",,Lee este esquema para aprender a fabricar guantes de cuero.
